DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,AGE,SEX,EDUCATION_LEV,DOMAIN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,11_1_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_11,2023,4.87353140974681,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),COL,11_2,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,15.9498532709458,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CZE,2_1,PT_POP_Y25T64_SUB,YOUNG,_T,_T,HSL_2,2023,25.476,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,2_1,PT_POP_Y25T64_SUB,YOUNG,_T,_T,HSL_2,2023,53.972,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),EST,2_3,PT_LF,_T,_T,_T,HSL_2,2023,1.37910874397148,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,2_3,PT_LF_SUB,MID,_T,_T,HSL_2,2023,1.36413922880863,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LTU,2_3,PT_LF_SUB,OLD,_T,_T,HSL_2,2023,3.78766812553773,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,2_3,PT_LF_SUB,YOUNG,_T,_T,HSL_2,2023,10.2009929685548,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,2_5,PT_EARN_PRVS_LST_SUB,OLD,_T,_T,HSL_2,2016,3.16283702850342,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),JPN,2_6,PT_SAL_SUB,YOUNG,_T,_T,HSL_2,2015,33.2584266662598,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,2_7,PT_SAL,_T,_T,_T,HSL_2,2023,1.29,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CAN,2_7,PT_SAL_SUB,OLD,_T,_T,HSL_2,2023,3.72,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,2_7,PT_SAL_SUB,YOUNG,_T,_T,HSL_2,2023,5.05,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CZE,3_3,PT_HH,_T,_T,_T,HSL_3,2022,3.25857549905777,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,3_4,PT_HH,_T,_T,_T,HSL_3,2021,91.7201,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,3_5,PT_POP_Y_GE16,_T,_T,_T,HSL_3,2023,19.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,4_3,MN_D,_T,_T,_T,HSL_4,2010,8.32175121612227,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,5_2,PT_POP_Y_GE16_SUB,MID,_T,_T,HSL_5,2023,85.3,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CRI,5_3,DT_10P5HB,_T,_T,_T,HSL_5,2022,13.6849564557091,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVN,5_4,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_5,2019,11.3,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,6_1,PO,_T,_T,_T,HSL_6,2022,446.86,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),BEL,6_2,PO,_T,_T,_T,HSL_6,2022,489.49,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVN,6_2_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2022,1.63414700843223,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ESP,6_4,PO,YOUNG,_T,_T,HSL_6,2012,255.15036,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,6_4,PO,_T,_T,_T,HSL_6,2023,238.764189,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,7_1,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_7,2023,93.5231682095736,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,7_4,PT_POP_Y_GE16_SUB,MID,_T,_T,HSL_7,2022,3.00948394623137,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHL,8_1,PT_POP_Y16T65_SUB,OLD,_T,_T,HSL_8,2023,15.809794,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,8_1_DEP,PT_POP_Y16T65_SUB,MID,_T,_T,HSL_8,2023,62.401029,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,11_1,0_TO_10,_T,_T,_T,HSL_11,2023,7.69614749698777,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,11_1,0_TO_10,_T,_T,_T,HSL_11,2024,7.6,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,11_2,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,9.66722617142285,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CRI,11_3,PT_POP_Y_GE15,_T,_T,_T,HSL_11,2023,37.1459235717527,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,1_1,USD_PPP_PS,_T,_T,_T,HSL_1,2023,48940,P,0,2,2022
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVN,1_2,FCTR_Q1_INC,_T,_T,_T,HSL_1,2022,3.5,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,1_3,USD_HH_PPP,_T,_T,_T,HSL_1,2022,174636,A,0,2,2022
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LUX,1_3_VER,PT_B90_S14,_T,_T,_T,HSL_1,2021,47.851188659668,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,1_5,PT_POP_Y_GE16,_T,_T,_T,HSL_1,2023,33.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUS,1_6,PT_POP,_T,_T,_T,HSL_1,2020,39.4,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),COL,2_1,PT_POP_Y25T64,_T,_T,_T,HSL_2,2023,71.243,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,2_1,PT_POP_Y25T64_SUB,YOUNG,_T,_T,HSL_2,2023,53.059,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CAN,2_1,PT_POP_Y25T64_SUB,OLD,_T,_T,HSL_2,2023,64.831,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,2_1,PT_POP_Y25T64_SUB,YOUNG,_T,_T,HSL_2,2023,61.527,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,2_4,PT_POP_Y15T24,_T,_T,_T,HSL_2,2023,3.8445582,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,2_7,PT_SAL_SUB,YOUNG,_T,_T,HSL_2,2023,4.19,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,2_9,0_TO_10,MID,_T,_T,HSL_2,2023,6.88864034171252,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,2_9,0_TO_10,OLD,_T,_T,HSL_2,2023,7.70503817885395,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,3_3,PT_HH,_T,_T,_T,HSL_3,2022,35.4811280965805,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LUX,3_4,PT_HH,_T,_T,_T,HSL_3,2021,97.3509,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,3_4,PT_HH,_T,_T,_T,HSL_3,2021,84.1039,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,3_4,PT_HH,_T,_T,_T,HSL_3,2021,90.9632,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FIN,3_5,PT_POP_Y_GE16,_T,_T,_T,HSL_3,2024,2.7,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,4_4,0_TO_10,_T,_T,_T,HSL_4,2022,6.91847826516646,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,4_4_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_4,2022,12.1242837035279,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,5_3,DT_10P5HB,_T,_T,_T,HSL_5,2022,12.5882107034515,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,5_4,PT_POP_Y_GE15,_T,_T,_T,HSL_5,2019,8.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,6_1_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2022,1.85990913596073,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,6_4,PO,MID,_T,_T,HSL_6,2012,286.89566,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,6_5,PO,_T,_T,_T,HSL_6,2023,254.36808,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISR,7_1_DEP,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_7,2023,5.95187825115322,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,7_1_DEP,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_7,2023,2.43646430897821,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,7_3,0_TO_10,MID,_T,_T,HSL_7,2022,7.71545552400379,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,7_3_DEP,PT_POP_Y_GE16_SUB,OLD,_T,_T,HSL_7,2022,2.52373005786708,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ITA,7_3_VER,FCTR_Q1_SCR_PERS_REL_SATISFACTION,_T,_T,_T,HSL_7,2022,1.84398284414116,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,7_4,PT_POP_Y_GE16_SUB,MID,_T,_T,HSL_7,2022,5.26068507111769,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NOR,10_1,DT_10P5HB,_T,_T,_T,HSL_10,2016,0.6,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,10_3,DT_10P5HB,_T,_T,_T,HSL_10,2023,3.496515456,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,11_1,0_TO_10,YOUNG,_T,_T,HSL_11,2023,7.30638497977952,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LVA,11_1_VER,FCTR_Q1_SCR_LIFE_SATISFACTION,_T,_T,_T,HSL_11,2023,2.17341354525948,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),COL,11_3,PT_POP_Y_GE15,_T,_T,_T,HSL_11,2023,34.8130043983958,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NZL,11_3,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_11,2023,20.2109275212247,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ESP,1_3_VER,PT_B90_S14,_T,_T,_T,HSL_1,2021,53.2204513549805,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ITA,1_4,PT_POP,_T,_T,_T,HSL_1,2022,12.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,2_1,PT_POP_Y25T64_SUB,MID,_T,_T,HSL_2,2023,83.829,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,2_3,PT_LF_SUB,MID,_T,_T,HSL_2,2023,3.65590495482544,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,2_5,PT_EARN_PRVS_LST_SUB,MID,_T,_T,HSL_2,2016,2.54849982261658,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,2_6,PT_SAL_SUB,MID,_T,_T,HSL_2,2015,19.0049648284912,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ITA,2_6,PT_SAL_SUB,MID,_T,_T,HSL_2,2015,31.2128219604492,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,2_8_DEP,PT_SAL_FT,_T,_T,_T,HSL_2,2023,23.5,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FIN,2_9,0_TO_10,_T,_T,_T,HSL_2,2023,7.8963951415136,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CRI,3_3,PT_HH,_T,_T,_T,HSL_3,2022,24.7450456023216,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,4_1,H_D,_T,_T,_T,HSL_4,2014,14.608507,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,4_4,0_TO_10,YOUNG,_T,_T,HSL_4,2022,7.26242965836607,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DEU,4_4_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_4,2022,14.5749017628969,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FRA,4_4_DEP,PT_POP_Y_GE16_SUB,YOUNG,_T,_T,HSL_4,2022,17.6926311913773,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,4_4_DEP,PT_POP_Y_GE16_SUB,YOUNG,_T,_T,HSL_4,2022,23.5949947261354,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),EST,5_2,PT_POP_Y_GE16,_T,_T,_T,HSL_5,2023,56.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CAN,5_2,PT_POP_Y_GE16_SUB,YOUNG,_T,_T,HSL_5,2022,91.2,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,6_1_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2022,1.82091846543542,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FIN,6_2,PO,_T,_T,_T,HSL_6,2022,484.14,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DEU,6_4_DEP,PT_ST,_T,_T,_T,HSL_6,2023,17.2428351895074,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,7_1,PT_POP_Y_GE15,_T,_T,_T,HSL_7,2023,93.7978019975525,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,7_1_DEP,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_7,2023,2.06819497929865,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LVA,7_3,0_TO_10,OLD,_T,_T,HSL_7,2022,7.93072442162883,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FRA,7_3_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_7,2022,4.80886671027594,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,7_4,PT_POP_Y_GE16,_T,_T,_T,HSL_7,2022,4.04468198499357,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DEU,8_2,PT_VOTES,_T,_T,_T,HSL_8,2025,82.54,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,10_1,DT_10P5HB,_T,_T,_T,HSL_10,2022,1.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,11_1,0_TO_10,YOUNG,_T,_T,HSL_11,2023,7.29502005319419,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,11_1,0_TO_10,YOUNG,_T,_T,HSL_11,2023,7.61710473195985,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,11_2,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,8.06029092284227,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,11_2,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_11,2023,5.53020548301188,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NOR,11_2,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,9.19891839943451,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHL,11_3,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,45.6056448955025,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,11_3,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,39.8865903466511,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DEU,1_2,FCTR_Q1_INC,_T,_T,_T,HSL_1,2020,4.9,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LVA,1_2,FCTR_Q1_INC,_T,_T,_T,HSL_1,2022,6.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DEU,2_1,PT_POP_Y25T64_SUB,OLD,_T,_T,HSL_2,2023,74.677,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,2_1,PT_POP_Y25T64_SUB,MID,_T,_T,HSL_2,2023,84.857,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,2_1,PT_POP_Y25T64_SUB,YOUNG,_T,_T,HSL_2,2023,71.681,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,2_2,PT_WG_SAL_M_MEDIAN,_T,_T,_T,HSL_2,2022,13.335555556,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DEU,2_4,PT_POP_Y15T24,_T,_T,_T,HSL_2,2023,7.6669917,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,2_6,PT_SAL_SUB,MID,_T,_T,HSL_2,2015,13.0071935653686,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,2_7,PT_SAL_SUB,MID,_T,_T,HSL_2,2023,11.35,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,2_8_DEP,PT_SAL_FT,_T,_T,_T,HSL_2,2018,0.9642445213,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHL,3_1,PT_HH,_T,_T,_T,HSL_3,2013,9.25341174006462,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,3_1,PT_HH,_T,_T,_T,HSL_3,2018,9.19455140829086,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LTU,3_3,PT_HH,_T,_T,_T,HSL_3,2022,15.7549947500229,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,3_5,PT_POP_Y_GE16,_T,_T,_T,HSL_3,2023,7.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FIN,4_4_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_4,2022,7.39401416326322,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),COL,5_3,DT_10P5HB,_T,_T,_T,HSL_5,2021,13.9937688225616,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ESP,5_4,PT_POP_Y_GE15,_T,_T,_T,HSL_5,2019,4.8,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVN,6_2,PO,_T,_T,_T,HSL_6,2022,484.53,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),EST,6_2_DEP,PT_ST,_T,_T,_T,HSL_6,2022,5.20318544658646,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,6_2_DEP,PT_ST,_T,_T,_T,HSL_6,2022,11.9334794137692,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,6_2_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2022,1.66439941255274,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CRI,6_3,PO,_T,_T,_T,HSL_6,2022,410.99,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,6_3,PO,_T,_T,_T,HSL_6,2022,493.82,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LTU,6_4_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2014,1.57878291606903,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CZE,6_5_DEP,PT_ST,_T,_T,_T,HSL_6,2012,4.0610816,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,7_1,PT_POP_Y_GE15,_T,_T,_T,HSL_7,2023,89.2272253867443,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),JPN,7_2,H_WK,_T,_T,_T,HSL_7,2021,1.16666666666667,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,7_3,0_TO_10,_T,_T,_T,HSL_7,2022,8.09563081152194,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,7_3_DEP,PT_POP_Y_GE16_SUB,OLD,_T,_T,HSL_7,2018,2.61713687566722,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,7_4,PT_POP_Y_GE16_SUB,OLD,_T,_T,HSL_7,2022,3.36734383777183,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FIN,8_1_DEP,PT_POP_Y16T65_SUB,OLD,_T,_T,HSL_8,2023,69.097216,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,8_1_DEP,PT_POP_Y16T65_SUB,YOUNG,_T,_T,HSL_8,2023,27.690991,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,9_1,PT_POP_URB,_T,_T,_T,HSL_9,2018,78.2053379541119,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,9_3,PT_POP,_T,_T,_T,HSL_9,2023,0,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,10_2_DEP,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_10,2023,14.4290751471,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FIN,11_1_VER,FCTR_Q1_SCR_LIFE_SATISFACTION,_T,_T,_T,HSL_11,2023,1.72628532273985,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),JPN,11_2,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_11,2023,7.7775466746295,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,11_3,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,23.8886669689561,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LTU,1_3_VER,PT_B90_S14,_T,_T,_T,HSL_1,2021,46.7715187072754,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),KOR,2_1,PT_POP_Y25T64_SUB,YOUNG,_T,_T,HSL_2,2023,27.925,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,2_3,PT_LF,_T,_T,_T,HSL_2,2023,0.772011637326338,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,2_3,PT_LF,_T,_T,_T,HSL_2,2023,2.51213385147552,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,2_3,PT_LF_SUB,OLD,_T,_T,HSL_2,2023,1.90038461538462,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,2_3,PT_LF_SUB,MID,_T,_T,HSL_2,2023,0.402139072847682,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,2_5,PT_EARN_PRVS_LST_SUB,OLD,_T,_T,HSL_2,2016,5.61943054199219,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),BEL,2_6,PT_SAL_SUB,OLD,_T,_T,HSL_2,2015,27.707389831543,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,2_6,PT_SAL_SUB,YOUNG,_T,_T,HSL_2,2015,28.8130435943604,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LTU,2_7,PT_SAL_SUB,YOUNG,_T,_T,HSL_2,2023,0.58,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),JPN,3_1,PT_HH,_T,_T,_T,HSL_3,2021,1.56537760049105,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,3_1,PT_HH,_T,_T,_T,HSL_3,2022,4.26317453384399,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,3_3,PT_HH,_T,_T,_T,HSL_3,2020,18.4971109032631,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,4_3,MN_D,_T,_T,_T,HSL_4,2012,23.1090260437225,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,4_4,0_TO_10,OLD,_T,_T,HSL_4,2022,7.6435468932277,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,4_4_DEP,PT_POP_Y_GE16_SUB,OLD,_T,_T,HSL_4,2022,32.6593683118266,A,0,2,
