DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,CURRENCY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),IDN,B1GQ_V,USD,A,2022,1319076,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2013,5143081.719,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2014,4770550.904,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2015,4583278.489,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2016,4969433.901,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2017,4973690.218,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2018,5056523.19,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2019,5134189.994,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2020,5011422.229,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2021,4816675.588,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,USD,A,2022,4251700.121,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2013,302.321,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2014,342.032,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2015,304.013,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2016,318.168,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2017,374.311,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2018,398.796,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2019,357.243,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2020,226.65,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2021,280.752,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),COK,B1GQ_V,USD,A,2022,325.64,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2013,1500819.1,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2014,1562928.9,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2015,1658020.4,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2016,1740779.6,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2017,1835698.2,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2018,1898192.6,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2019,1924498.1,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2020,1940726.2,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2021,2080198.5,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KOR,B1GQ_V,XDC,A,2022,2161773.9,A,9,0,KRW
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2013,512677.5,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2014,523422.9,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2015,540740.9,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2016,544829.9,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2017,555712.4,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2018,556570.5,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2019,556807.5,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2020,538825.7,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2021,554834.2,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),JPN,B1GQ_V,XDC,A,2022,568649.5,A,9,0,JPY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2013,22.749,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2014,23.626,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2015,24.572,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2016,25.371,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2017,26.984,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2018,29.154,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2019,30.573,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2020,30.109,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2021,33.349,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LVA,B1GQ_V,XDC,A,2022,38.386,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2013,9364,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2014,9407,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2015,9503,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2016,9740,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2017,10021,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2018,10308,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2019,10654,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2020,8921,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2021,10166,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRB,B1GQ_V,XDC,A,2022,11943,A,6,0,BBD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2013,77148,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2014,80656.1,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2015,87132.8,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2016,91370.408,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2017,96850.65,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2018,100050.036,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2019,103427.6,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2020,107351.8,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2021,545217.9,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CUB,B1GQ_V,XDC,A,2022,633442.3,A,6,0,CUP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2013,10642,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2014,10869,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2015,11519,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2016,11853.7,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2017,12243.3,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2018,12541.2,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2019,13024,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2020,11269.6,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2021,10169.5,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BHS,B1GQ_V,USD,A,2022,12369.5,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VEN,B1GQ_V,USD,A,2013,264392.345,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VEN,B1GQ_V,USD,A,2014,206042.464,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VEN,B1GQ_V,USD,A,2015,325121.964,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VEN,B1GQ_V,USD,A,2016,279159.803,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VEN,B1GQ_V,USD,A,2017,143834.019,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2013,12582,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2014,12227,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2015,11620,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2016,11154,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2017,11481,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2018,13207,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2019,14206,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2020,13465.763,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2021,15688.632,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MNG,B1GQ_V,USD,A,2022,17472.759,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2013,44867.964,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2014,44779.422,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2015,45976.725,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2016,47646.635,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2017,49856.126,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2018,52380.307,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2019,55263.21,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2020,50972.924,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2021,58850.233,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),HRV,B1GQ_V,XDC,A,2022,68373.314,A,6,0,EUR
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2013,17198,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2014,17978,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2015,16209,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2016,12069,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2017,13265,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2018,15017,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2019,15513,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2020,14235,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2021,16168,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MOZ,B1GQ_V,USD,A,2022,18407,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2013,1850,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2014,1998,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2015,2206,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2016,2244,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2017,2254,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2018,2390,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2019,2344,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2020,2169,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2021,2170,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),WSM,B1GQ_V,XDC,A,2022,2551,A,6,0,WST
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2014,102000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2015,134000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2016,145000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2017,169000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2018,175000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2019,186000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2020,235000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2021,212000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NRU,B1GQ_V,XDC,A,2022,229000,A,3,0,AUD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2013,16096052,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2014,18157997,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2015,20758210,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2016,23243070,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2017,26392480,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2018,29514288,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2019,31704694,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2020,35301848,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2021,39717164,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BGD,B1GQ_V,XDC,A,2022,44392733,A,6,0,BDT
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2013,65203.287,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2014,68804.83,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2015,60071.612,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2016,62216.915,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2017,65712.144,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2018,71000.332,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2019,69890.525,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2020,73699.4,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2021,85584.12,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),LUX,B1GQ_V,USD,A,2022,81641.787,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2013,298468.54,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2014,315018.95,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2015,303469.991,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2016,321942.113,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2017,358459.052,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2018,376309.178,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2019,400940.631,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2020,413196.175,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2021,492596.006,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ISR,B1GQ_V,USD,A,2022,527694.184,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2013,2141924.443,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2014,2162010.182,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2015,1836638.574,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2016,1877072.594,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2017,1961795.108,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2018,2091931.604,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2019,2011302.778,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ITA,B1GQ_V,USD,A,2020,1897462.496,A,6,0,
