DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,HOUSEHOLD_TYPE,INCOME_PRINCIPAL,INCOME_SPOUSE,FREQ,TIME_PERIOD,OBS_VALUE,DECIMALS,UNIT_MULT,OBS_STATUS,CIVIL_STATUS
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,USD_PPP,C_C2,AW100,NOEARN_UNEMP,A,2023,44540.312502,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,USD_PPP,C_C2,AW100,NOEARN_UNEMP,A,2024,54585.245457,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2015,30322.978647,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2016,33907.795121,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2017,37304.453679,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2018,40529.564129,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2019,48154.214873,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2020,53654.275685,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2021,58174.889737,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2022,60937.241849,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2023,65452.030096,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,NIAT,USD_PPP,C_C2,AW100,AW100,A,2024,69699.582013,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2015,71492.540728,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2016,73597.673257,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2017,73246.480363,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2018,75402.557217,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2019,78946.590254,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2020,82798.95786,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2021,86699.809391,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2022,92303.891561,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2023,91994.049253,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,USD_PPP,C_C2,AW100,AW67,A,2024,94623.069904,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2015,25615.98907,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2016,25450.750166,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2017,25848.011859,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2018,26289.840567,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2019,27935.814461,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2020,26869.240255,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2021,29625.37373,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2022,33036.727296,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2023,34911.240866,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),GRC,NIAT,USD_PPP,S_C0,AW100,_Z,A,2024,35912.834779,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2015,39971.597976,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2016,42286.781004,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2017,45797.373251,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2018,49439.101156,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2019,55269.945419,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2020,59386.101188,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2021,61661.591527,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2022,66789.533328,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2023,71659.730663,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2024,77110.994223,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2015,70320.15,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2016,71252.89,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2017,70005.33,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2018,71310.458196,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2019,73709.755,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2020,76242.14,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2021,79240.55,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2022,80239.575,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2023,81646.740791,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),AUS,NIAT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2024,84942.17,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2015,403600,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2016,406600,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2017,412045,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2018,421100,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2019,432300,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2020,440000,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2021,451800,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2022,469400,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2023,489600,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GEBT,XDC,S_C0,AW100,_Z,A,2024,509092.897775,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2015,66878.618752,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2016,69843.553151,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2017,72194.407911,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2018,74960.517791,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2019,80924.216849,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2020,84050.045268,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2021,88612.733563,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2022,94475.056507,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2023,99699.297884,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EU22OECD,GEBT,USD_PPP,S_C0,AW167,_Z,A,2024,104500.359784,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2015,21784.70684,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2016,23434.960714,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2017,25036.0889,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2018,26276.056341,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2019,28083.937748,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2020,28763.248474,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2021,30877.201168,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2022,33771.292801,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2023,37672.770948,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),EST,GEBT,XDC,C_C2,AW100,AW67,A,2024,39963.918613,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2015,12062.45404,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2016,12202.34686,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2017,12487.25053,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2018,12902.37963,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2019,13298.17395,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2020,13896.78884,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2021,14601.22296,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2022,15668.40272,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2023,17113.88444,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),SVN,NIAT,XDC,S_C0,AW100,_Z,A,2024,17864.749159,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2015,65600,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2016,65200,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2017,67100,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2018,68500,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2019,68800,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2020,76100,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2021,79500,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2022,82300,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2023,85347.087771,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CAN,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2024,88359.57877,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2015,14164190.17,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2016,14989610.217505,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2017,15611988.32,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2018,16147777.76,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2019,16770600.92,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2020,17171253.96,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2021,18025196.77,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2022,19790986.3,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2023,21982919.75,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CHL,GEBT,XDC,C_C2,AW100,AW67,A,2024,23504114.4,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2015,15965.037504,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2016,17337.877173,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2017,18773.306467,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2018,20189.32129,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2019,22195.84695,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2020,24182.954092,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2021,26297.512919,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2022,27506.183601,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2023,30202.529439,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LVA,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2024,33327.199178,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2015,6295054.912153,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2016,6354823.378478,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2017,6361265.515587,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2018,6430171.235514,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2019,6447241.519632,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2020,6287413.881387,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2021,6269910.586794,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2022,6356192.442503,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2023,6462640.363636,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),JPN,NIAT,XDC,S_C0,AW167,_Z,A,2024,6666408.802594,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2015,8472.145742,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2016,8512.654027,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2017,8660.619732,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2018,8879.217984,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2019,9193.811475,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2020,9274.416712,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2021,9689.392367,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2022,10143.523167,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2023,10915.467498,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,NIAT,XDC,S_C0,AW67,_Z,A,2024,11959.519869,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2015,34145.21,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2016,34803.15,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2017,35761.8463,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2018,36888.86,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2019,37906.59,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2020,39876.39,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2021,41655.5616,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2022,43446.0294,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2023,45378.7114,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,GEBT,XDC,S_C0,AW67,_Z,A,2024,47320.017237,2,0,A,_Z
