DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,SEX,AGE,TIME_HORIZ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ISL,POP,PS,_T,Y45T49,H,2017,21074,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ISL,POP,PS,_T,Y45T49,H,2018,22078,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ISL,POP,PS,_T,Y45T49,H,2019,22759,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ISL,POP,PS,_T,Y45T49,H,2020,23239,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ISL,POP,PS,_T,Y45T49,H,2021,23802,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ISL,POP,PS,_T,Y45T49,H,2022,24264,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2010,11240004,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2011,11248638,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2012,11245522,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2013,11231218,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2014,11205923,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2015,11173690,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2016,11142775,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2017,11115098,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2018,11088816,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2019,11063085,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2020,11035276,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2021,11000967,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),MEX,POP,PS,_T,Y5T9,H,2022,10956105,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2010,1296352,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2011,1292239,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2012,1279373,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2013,1251253,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2014,1204589,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2015,1148424,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2016,1096931,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2017,1056097,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2018,1031851,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2019,1023699,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2020,1027749,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2021,1038769,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NLD,POP,PS,_T,Y40T44,H,2022,1053631,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2010,26024697,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2011,26372509,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2012,26707624,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2013,27031477,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2014,27346401,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2015,27653960,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2016,27954999,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2017,28249744,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2018,28538607,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2019,28822138,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2020,29101376,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2021,29377619,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ARG,POP,PS,_T,Y15T64,H,2022,29652702,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2010,194890682,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2011,196603732,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2012,198314934,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2013,200004188,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2014,201717541,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2015,203475683,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2016,205156587,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2017,206804741,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2018,208494900,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2019,210147125,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2020,211755692,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2021,213317639,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),BRA,POP,PS,_T,_T,H,2022,214828540,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2010,426840,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2011,426482,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2012,423097.275643892,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2013,417959.890041785,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2014,413668.55473117,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2015,411182.588179698,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2016,407250.436432385,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2017,402077.389898364,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2018,394327.993980076,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2019,389629.128579345,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2020,381332.796189727,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2021,374718.127015754,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CRI,POP,PS,_T,Y15T19,H,2022,371648.513662976,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2010,530722,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2011,563074,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2012,587198,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2013,599644,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2014,601246,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2015,594034,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2016,581098,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2017,566829,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2018,554852,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2019,544678,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2020,538392,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2021,538476,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y65T69,H,2022,541479,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2010,1131990,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2011,1118179,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2012,1110219,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2013,1089711,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2014,1090737,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2015,1143962,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2016,1192898,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2017,1225618,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2018,1255868,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2019,1285425,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2020,1331823,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2021,1374032,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),TUR,POP,PS,_T,Y75T79,H,2022,1418758,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2010,229446,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2011,233249,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2012,236407,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2013,237628,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2014,236906,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2015,234190,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2016,230616,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2017,227904,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2018,227886,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2019,231829,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2020,239365,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2021,247901,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CZE,POP,PS,_T,Y80T84,H,2022,260057,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2010,49554112,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2011,49936638,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2012,50199853,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2013,50428893,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2014,50746659,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2015,51014947,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2016,51217803,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2017,51361911,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2018,51585058,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2019,51764822,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2020,51836239,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2021,51744876,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,_T,H,2022,51628117,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2010,12520592,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2011,12878612,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2012,13980118,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2013,14591975,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2014,15296996,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2015,16031092,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2016,16801993,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2017,16793596,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2018,17064299,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2019,17444367,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2020,17869643,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2021,18238929,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y65T69,H,2022,18631422,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2010,399299,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2011,398468,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2012,392406,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2013,385378,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2014,378199,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2015,373447,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2016,371686,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2017,369472,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2018,364896,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2019,361090,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2020,358435,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2021,356018,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FIN,POP,PS,_T,Y60T64,H,2022,354743,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2010,1422556,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2011,1466874,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2012,1497148,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2013,1505774,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2014,1496124,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2015,1477864,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2016,1452276,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2017,1439149,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2018,1444226,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2019,1446985,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2020,1443181,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2021,1416129,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CHL,POP,PS,_T,Y20T24,H,2022,1378746,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2010,23285047,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2011,23648864,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2012,24010910,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2013,24391754,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2014,24809404,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2015,25181724,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2016,25536610,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2017,25865766,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2018,26192767,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2019,26530252,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2020,26834984,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2021,27133798,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),FRA,POP,PS,_T,Y_GE50,H,2022,27446745,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2010,49709,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2011,51958,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2012,53355,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2013,54704,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2014,55619,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2015,56402,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2016,56730,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2017,57714,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2018,58051,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2019,59155,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2020,60447,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2021,61550,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVN,POP,PS,_T,Y80T84,H,2022,62314,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2010,43878,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2011,45905,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2012,46961,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2013,47095,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2014,46609,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2015,46100,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2016,46146,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2017,46647,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2018,47668,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2019,49077,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2020,50327,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CYP,POP,PS,_T,Y60T64,H,2021,51369,A,0,0
