DATAFLOW,LOCATION,VARIABLE,SCENARIO,FREQUENCY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,UNIT_MULT,BASE_PER
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2029,375829400000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2029,374708300000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2029,187312900000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2029,186218000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2029,2315244000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2029,2284727000000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2029,67438350000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2029,67344830000000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2029,103460100000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2029,103103400000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2029,51658220000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2029,51402360000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2029,522501900000000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2029,517803700000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2029,31973260000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2029,31711490000000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2029,2583140000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2029,2581288000000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2029,53041290000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2029,52834050000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2029,96337920000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2029,96137730000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2029,2322314000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2029,2312757000000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2029,85018550000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2029,84839430000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2029,9814597000000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2029,9681560000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2029,211170700000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2029,209316200000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2029,17333170000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2029,17293580000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2029,112534100000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2029,112135300000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2029,68509080000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2029,68316610000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2029,151056300000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2029,149128100000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2029,230545000000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2029,228619400000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2039,5746519000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2039,5629407000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2039,830030600000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2039,825171800000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2039,1014037000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2039,1004499000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2039,5327085000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2039,5223590000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2039,13333270000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2039,13209970000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2039,4685598000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2039,4626066000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2039,470091300000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2039,468368700000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2039,4653849000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2039,4625359000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2039,6597418000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2039,6526879000000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2039,411349200000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2039,402243600000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2039,173603900000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2039,169638800000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2039,9698704000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2039,9631684000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2039,990810200000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2039,978962900000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2039,3349738000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2039,3323946000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2039,952573800000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2039,938616200000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2039,4051023000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2039,4036275000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2039,169842700000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2039,164951900000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2039,79282500000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2039,77149900000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2039,1763097000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2039,1731405000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2039,820446200000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2039,817518300000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2039,9155431000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2039,8240202000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2039,7381727000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2039,7268570000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2039,473663800000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2039,470073500000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2039,223282200000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2039,221675000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2039,2445121000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2039,2424398000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2039,12249100000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2039,12239150000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2039,1295526000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2039,1283249000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2039,179838800000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2039,174691300000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2039,4842241000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2039,4808587000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2039,49171090000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2039,48494740000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2039,88149190000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2039,87055010000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2039,2256923000000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2039,2122104000000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2039,26835020000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2039,26216360000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2039,396158800000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2039,389314000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2039,649007900000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2039,641156500000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2039,321520700000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2039,313503000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2039,4255132000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2039,4037426000000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2039,123077700000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2039,122406300000000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2039,150861400000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2039,148683800000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2039,76739870000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2039,75122450000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2039,1246792000000000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2039,1200966000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2039,62903310000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2039,60725280000000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2039,4303610000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2039,4289620000000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2039,71598110000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2039,70397760000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2039,130469200000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2039,129363700000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2039,3429429000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2039,3363016000000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2039,121753400000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2039,120539400000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2039,19603750000000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2039,18537180000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2039,359635800000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2039,346791100000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2039,23792890000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2039,23563360000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2039,165917500000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2039,163399900000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2039,96750290000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2039,95561100000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2039,289686600000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2039,275738700000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2039,387269300000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2039,374085800000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2051,10544420000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2051,10002060000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2051,1254122000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2051,1234209000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2051,1503313000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2051,1465298000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2051,8522441000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2051,8126734000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2051,20232550000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2051,19674730000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2051,6929107000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2051,6715002000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2051,694769800000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2051,687506200000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2051,6784882000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2051,6676849000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2051,9816676000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2051,9543333000000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2051,588129300000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2051,555861700000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2051,297711900000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2051,281126100000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2051,17264470000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2051,16981150000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2051,1435569000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2051,1392905000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2051,4941490000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2051,4849051000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2051,1384497000000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2051,1331301000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2051,5669903000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2051,5613515000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2051,251997200000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2051,234766800000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2051,157524500000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2051,146586900000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2051,2668074000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2051,2548288000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2051,1353895000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2051,1341509000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2051,13981630000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2051,11484710000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2051,11030390000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2051,10550430000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2051,694600800000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2051,680260800000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2051,314592700000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2051,308279700000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2051,3534178000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2051,3458205000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2051,19760920000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2051,19695980000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2051,1888100000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2051,1839107000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2051,424049500000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2051,393381000000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2051,7540786000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2051,7414630000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2051,72177070000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2051,69719480000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2051,130577900000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2051,126533800000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2051,5543621000000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2051,4768379000000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2051,56138190000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2051,52786130000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2051,612263700000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2051,581727800000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2051,1255978000000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2051,1217046000000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2051,545205400000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2051,506821600000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2051,8479695000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2051,7453369000000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2051,225417600000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2051,222076700000000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2051,211402100000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2051,203129900000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2051,117105700000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2051,110119100000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2051,3164779000000000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2051,2838962000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2051,1.325779E+17,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2051,1.206827E+17,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2051,7540223000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2051,7470160000000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2051,98109700000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2051,94124420000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2051,179993200000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2051,176123600000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2051,5095488000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2051,4854634000000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2051,176441900000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2051,171566200000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2051,47359660000000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2051,40261240000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2051,653373500000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2051,594573800000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2051,35054040000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2051,34186750000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2051,260247800000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2051,250127100000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2051,144183200000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2051,139722600000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2051,586738500000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2051,518717300000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2051,693746000000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2051,634106100000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2030,3640242000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2030,3617038000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2030,608310300000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2030,607280400000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2030,743830000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2030,741914600000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2030,3744425000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2030,3721104000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2030,9668424000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2030,9644629000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2030,3557371000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2030,3543436000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2030,353004800000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2030,352724900000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2030,3502551000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2030,3496691000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2030,5005732000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2030,4989187000000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2030,305132400000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2030,302986000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2030,111894000000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2030,111173300000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2030,6140335000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2030,6127604000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2030,711863300000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2030,709210800000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2030,2546142000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2030,2540221000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2030,727222900000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2030,724080100000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2030,3004948000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2030,3001983000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2030,120490200000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2030,119357200000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2030,46566440000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2030,46180620000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2030,1317770000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2030,1310279000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2030,556330500000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2030,555759600000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2030,6601077000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2030,6335337000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2030,4992253000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2030,4968236000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2030,348330900000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2030,347551400000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2030,163441200000,A,,,
